Kernel,Proxy_RMSE,Proxy_MAE,Proxy_R2,True_RMSE,True_MAE,True_R2
rbf,2.9153303809102664,2.396350860595703,0.5206907391548157,2.8883271853173698,2.386500597000122,0.5278443098068237
matern,3.098030904695787,2.567013740539551,0.4587327241897583,3.072112742292343,2.557429790496826,0.46584564447402954
combined,1.6046622447967356,1.1517764329910278,0.8547863364219666,1.5826961674167639,1.1479817628860474,0.8582289218902588
